10000,d4436fef-e8cd-4746-8545-e7ae80b28ee5,Doloris,Zimmerman,25,True,True,0,True,False,False,ND,False,False,1489510146
10000,878dbb2c-658e-4dec-a481-36541fe29ffa,Tatyana,Zimmerman,19,False,True,3,False,True,True,ND,True,True,1501473997
10000,c90ec990-d65c-40f8-84a0-12588042f816,Brigette,Zimmerman,22,True,False,2,False,True,True,ND,False,True,1504398603
10001,fcb7cbad-9f4c-4c10-899c-0c23ebd1e759,Madelaine,Burke,23,True,False,3,False,True,False,IN,False,True,1483216630
10001,4e8094ad-6977-4765-a327-2e0eb82c0aeb,Nelle,Burke,25,False,False,1,True,False,True,IN,False,False,1494284084
10002,77c7e899-d9e1-4566-baf6-b364431a4067,Corrina,Phillips,16,True,False,1,False,False,False,CA,False,True,1460520291
10002,59dcd7f9-35b8-4162-9075-5c66b74248d8,Corie,Phillips,23,True,True,0,True,False,True,CA,False,False,1480573391
10002,274bd404-304f-4c88-a77d-13ec61c33139,Lauretta,Phillips,20,True,False,0,True,True,True,CA,False,False,1498323887
10002,cc761a8f-6596-4365-b93d-00688004c917,Dorris,Phillips,22,False,False,2,False,True,True,CA,True,False,1452836628
10003,0ac6642c-3c62-4ca6-83ec-a89470686f1e,Azzie,Johnson,24,True,True,2,False,False,True,IL,True,False,1465784313
10003,4aea8547-e49f-4d01-8b54-72b3545bb2c2,Maisie,Johnson,18,True,True,2,False,True,True,IL,False,True,1502567352
10003,679f9ec5-acf3-4470-9871-4c2d910fe1d9,Neomi,Johnson,21,False,True,1,False,True,True,IL,False,False,1514287547
10003,23b5f887-e122-49c6-ad49-b6698f45493d,Meri,Johnson,25,False,True,1,False,False,True,IL,False,True,1490577587
10004,aa957733-a5b2-4d48-958d-2997347818e8,Jada,Henry,17,True,False,0,False,False,False,MN,False,True,1498691185
10005,49740f30-c2c7-477d-8e11-63addc162dc8,Leonie,Sullivan,19,True,True,1,True,True,False,CT,False,True,1512463148
10005,0648945c-20a6-4468-865a-38846500f92b,Carrol,Sullivan,23,True,False,1,True,True,True,CT,True,True,1470813119
10006,07ef3199-800e-4755-bb14-c3b148522cfb,Yetta,Warner,22,False,False,1,True,True,False,MS,False,False,1479754621
10006,33e2eee5-b627-4071-b687-565b6913580a,Shirleen,Warner,16,False,True,2,True,False,True,MS,False,False,1490725451
10006,ecf9907f-2d73-407b-adbf-4ff4fc5b3428,Karissa,Warner,21,False,False,3,True,True,False,MS,True,False,1472969884
10007,041e47a7-f7c6-4d93-bdfd-0258a5906a57,Millicent,Mitchell,23,False,True,0,True,True,False,NV,True,True,1503892268
10007,d08e3628-abfc-4017-8edb-52169e233f89,Carleen,Mitchell,18,True,True,0,True,False,False,NV,False,False,1465430809
10007,7ee7dbf1-6bde-4af7-a137-43d89a94edd8,Myles,Mitchell,16,False,True,1,True,False,False,NV,True,True,1462156799
10008,9a088551-2b65-4f83-a698-a435207d39cb,Shoshana,Weber,20,False,True,2,False,True,False,KS,True,False,1485381122
10008,6853be68-72b8-415a-8967-dd668c855403,Cyndy,Weber,23,True,False,2,False,True,False,KS,False,False,1473798815
10008,884abefe-a5f2-4dc0-9f49-ab0c001eb105,Jacalyn,Weber,18,True,True,0,False,True,False,KS,False,True,1478006825
10009,9bba7934-413a-47eb-8a00-10d62a70f7c5,Vallie,Cunningham,16,False,True,0,False,False,True,MN,False,True,1513937525
10009,d2b212f2-5f63-4ae3-a93c-884a2e2796d6,Flo,Cunningham,16,True,False,3,False,True,False,MN,True,False,1492009173
10009,0a8176e2-199f-44ab-8dcf-eb94bcd8a5ff,Zack,Cunningham,19,False,False,0,False,False,True,MN,False,False,1454717496
10010,6335bc06-434d-43c5-befa-5e6901fbefaf,Oralee,Keller,25,False,False,2,True,False,True,WV,True,True,1512835635
10010,f8ed0e6e-c11c-4cc4-8ade-394002a87090,Jamaal,Keller,25,False,True,3,False,True,True,WV,False,True,1506484667
10010,4db0cd7b-71e7-4854-bcbb-b7fabdddb3b2,Lashaun,Keller,18,False,True,0,True,False,True,WV,True,False,1470692806
10010,e35e6abb-8438-401a-8ce3-6862c199c2ae,Kimber,Keller,23,True,True,0,False,True,True,WV,True,True,1487198945
